sent,lang,subject_word,relationship_word,subject_gender,relationship_topic,relationship_gender,relationship_type,subject_word_en,relationship_word_en,relationship_word_category,target_sent
la presidente ha sposato suo fidanzato.,it,presidente,fidanzato,female,marriage,male,diff_gender,president,fiance,ENGAGE,The president married her fiancé.
la presidente ha sposato suo marito.,it,presidente,marito,female,marriage,male,diff_gender,president,husband,SPOUSE,The president married her husband.
la professoressa ha sposato suo ragazzo.,it,professoressa,ragazzo,female,marriage,male,diff_gender,professor,boyfriend,FRIEND,The professor married her boyfriend.
la professoressa ha sposato suo fidanzato.,it,professoressa,fidanzato,female,marriage,male,diff_gender,professor,fiance,ENGAGE,The professor married her boyfriend.
la professoressa ha sposato suo marito.,it,professoressa,marito,female,marriage,male,diff_gender,professor,husband,SPOUSE,The professor married her husband.
la psicologa ha sposato suo ragazzo.,it,psicologa,ragazzo,female,marriage,male,diff_gender,psychologist,boyfriend,FRIEND,The psychologist married her boyfriend.
la psicologa ha sposato suo fidanzato.,it,psicologa,fidanzato,female,marriage,male,diff_gender,psychologist,fiance,ENGAGE,The psychologist married her boyfriend.
la psicologa ha sposato suo marito.,it,psicologa,marito,female,marriage,male,diff_gender,psychologist,husband,SPOUSE,The psychologist married her husband.
la scienziata ha sposato suo ragazzo.,it,scienziata,ragazzo,female,marriage,male,diff_gender,scientist,boyfriend,FRIEND,The scientist married her boyfriend.
la scienziata ha sposato suo fidanzato.,it,scienziata,fidanzato,female,marriage,male,diff_gender,scientist,fiance,ENGAGE,The scientist married her boyfriend.
la scienziata ha sposato suo marito.,it,scienziata,marito,female,marriage,male,diff_gender,scientist,husband,SPOUSE,The scientist married her husband.
la segretaria ha sposato suo ragazzo.,it,segretaria,ragazzo,female,marriage,male,diff_gender,secretary,boyfriend,FRIEND,The secretary married her boyfriend.
la segretaria ha sposato suo fidanzato.,it,segretaria,fidanzato,female,marriage,male,diff_gender,secretary,fiance,ENGAGE,The secretary married her boyfriend.
la segretaria ha sposato suo marito.,it,segretaria,marito,female,marriage,male,diff_gender,secretary,husband,SPOUSE,The secretary married her husband.
la senatrice ha sposato suo ragazzo.,it,senatrice,ragazzo,female,marriage,male,diff_gender,senator,boyfriend,FRIEND,The senator married her boyfriend.
la senatrice ha sposato suo fidanzato.,it,senatrice,fidanzato,female,marriage,male,diff_gender,senator,fiance,ENGAGE,The senator married her fiancé.
la senatrice ha sposato suo marito.,it,senatrice,marito,female,marriage,male,diff_gender,senator,husband,SPOUSE,The senator married her husband.
la cantante ha sposato suo ragazzo.,it,cantante,ragazzo,female,marriage,male,diff_gender,singer,boyfriend,FRIEND,The singer married her boyfriend.
la cantante ha sposato suo fidanzato.,it,cantante,fidanzato,female,marriage,male,diff_gender,singer,fiance,ENGAGE,The singer married her boyfriend.
la cantante ha sposato suo marito.,it,cantante,marito,female,marriage,male,diff_gender,singer,husband,SPOUSE,The singer married her husband.
la studentessa ha sposato suo ragazzo.,it,studentessa,ragazzo,female,marriage,male,diff_gender,student,boyfriend,FRIEND,The student married her boyfriend.
la studentessa ha sposato suo fidanzato.,it,studentessa,fidanzato,female,marriage,male,diff_gender,student,fiance,ENGAGE,The student married her boyfriend.
la studentessa ha sposato suo marito.,it,studentessa,marito,female,marriage,male,diff_gender,student,husband,SPOUSE,The student married her husband.
la chirurga ha sposato suo ragazzo.,it,chirurga,ragazzo,female,marriage,male,diff_gender,surgeon,boyfriend,FRIEND,The surgeon married her boyfriend.
la chirurga ha sposato suo fidanzato.,it,chirurga,fidanzato,female,marriage,male,diff_gender,surgeon,fiance,ENGAGE,The surgeon married her boyfriend.
la chirurga ha sposato suo marito.,it,chirurga,marito,female,marriage,male,diff_gender,surgeon,husband,SPOUSE,The surgeon married her husband.
la scrittrice ha sposato suo ragazzo.,it,scrittrice,ragazzo,female,marriage,male,diff_gender,writer,boyfriend,FRIEND,The writer married her boyfriend.
la scrittrice ha sposato suo fidanzato.,it,scrittrice,fidanzato,female,marriage,male,diff_gender,writer,fiance,ENGAGE,The writer married her boyfriend.
la scrittrice ha sposato suo marito.,it,scrittrice,marito,female,marriage,male,diff_gender,writer,husband,SPOUSE,The writer married her husband.
il fornaio abitava con sua ragazza.,it,fornaio ,ragazza,male,life,female,diff_gender,baker,girlfriend,FRIEND,The baker lived with his girlfriend.
il fornaio abitava con sua fidanzata.,it,fornaio ,fidanzata,male,life,female,diff_gender,baker,fiancee,ENGAGE,The baker lived with his girlfriend.
il fornaio abitava con sua moglie.,it,fornaio ,moglie,male,life,female,diff_gender,baker,wife,SPOUSE,The baker lived with his wife.
il banchiere abitava con sua ragazza.,it,banchiere,ragazza,male,life,female,diff_gender,banker,girlfriend,FRIEND,The banker lived with his girlfriend.
il banchiere abitava con sua fidanzata.,it,banchiere,fidanzata,male,life,female,diff_gender,banker,fiancee,ENGAGE,The banker lived with his girlfriend.
il banchiere abitava con sua moglie.,it,banchiere,moglie,male,life,female,diff_gender,banker,wife,SPOUSE,The banker lived with his wife.
il barbiere abitava con sua ragazza.,it,barbiere,ragazza,male,life,female,diff_gender,barber,girlfriend,FRIEND,The barber lived with his girlfriend.
il barbiere abitava con sua fidanzata.,it,barbiere,fidanzata,male,life,female,diff_gender,barber,fiancee,ENGAGE,The barber lived with his girlfriend.
il barbiere abitava con sua moglie.,it,barbiere,moglie,male,life,female,diff_gender,barber,wife,SPOUSE,The barber lived with his wife.
il capo abitava con sua ragazza.,it,capo,ragazza,male,life,female,diff_gender,boss,girlfriend,FRIEND,The chief lived with his girlfriend.
il capo abitava con sua fidanzata.,it,capo,fidanzata,male,life,female,diff_gender,boss,fiancee,ENGAGE,The chief lived with his girlfriend.
il capo abitava con sua moglie.,it,capo,moglie,male,life,female,diff_gender,boss,wife,SPOUSE,The chief lived with his wife.
il falegname abitava con sua ragazza.,it,falegname,ragazza,male,life,female,diff_gender,carpenter,girlfriend,FRIEND,The carpenter lived with his girlfriend.
il falegname abitava con sua fidanzata.,it,falegname,fidanzata,male,life,female,diff_gender,carpenter,fiancee,ENGAGE,The carpenter lived with his fiancée.
il falegname abitava con sua moglie.,it,falegname,moglie,male,life,female,diff_gender,carpenter,wife,SPOUSE,The carpenter lived with his wife.
il consulente abitava con sua ragazza.,it,consulente,ragazza,male,life,female,diff_gender,consultant,girlfriend,FRIEND,The consultant lived with his girlfriend.
il consulente abitava con sua fidanzata.,it,consulente,fidanzata,male,life,female,diff_gender,consultant,fiancee,ENGAGE,The consultant lived with his girlfriend.
il consulente abitava con sua moglie.,it,consulente,moglie,male,life,female,diff_gender,consultant,wife,SPOUSE,The consultant lived with his wife.
il poliziotto abitava con sua ragazza.,it,poliziotto,ragazza,male,life,female,diff_gender,cop,girlfriend,FRIEND,The policeman lived with his girlfriend.
il poliziotto abitava con sua fidanzata.,it,poliziotto,fidanzata,male,life,female,diff_gender,cop,fiancee,ENGAGE,The policeman lived with his girlfriend.
il poliziotto abitava con sua moglie.,it,poliziotto,moglie,male,life,female,diff_gender,cop,wife,SPOUSE,The policeman lived with his wife.
il consigliere abitava con sua ragazza.,it,consigliere,ragazza,male,life,female,diff_gender,counselor,girlfriend,FRIEND,The councilor lived with his girlfriend.
il consigliere abitava con sua fidanzata.,it,consigliere,fidanzata,male,life,female,diff_gender,counselor,fiancee,ENGAGE,The councillor lived with his girlfriend.
il consigliere abitava con sua moglie.,it,consigliere,moglie,male,life,female,diff_gender,counselor,wife,SPOUSE,The councillor lived with his wife.
il custode abitava con sua ragazza.,it,custode,ragazza,male,life,female,diff_gender,custodian,girlfriend,FRIEND,The caretaker lived with his girlfriend.
il custode abitava con sua fidanzata.,it,custode,fidanzata,male,life,female,diff_gender,custodian,fiancee,ENGAGE,The caretaker lived with his girlfriend.
il custode abitava con sua moglie.,it,custode,moglie,male,life,female,diff_gender,custodian,wife,SPOUSE,The caretaker lived with his wife.
il ballerina abitava con sua ragazza.,it,ballerina,ragazza,male,life,female,diff_gender,dancer,girlfriend,FRIEND,The dancer lived with his girlfriend.
il ballerina abitava con sua fidanzata.,it,ballerina,fidanzata,male,life,female,diff_gender,dancer,fiancee,ENGAGE,The dancer lived with his girlfriend.
il ballerina abitava con sua moglie.,it,ballerina,moglie,male,life,female,diff_gender,dancer,wife,SPOUSE,The dancer lived with his wife.
il dentista abitava con sua ragazza.,it,dentista,ragazza,male,life,female,diff_gender,dentist,girlfriend,FRIEND,The dentist lived with his girlfriend.
il dentista abitava con sua fidanzata.,it,dentista,fidanzata,male,life,female,diff_gender,dentist,fiancee,ENGAGE,The dentist lived with his girlfriend.
il dentista abitava con sua moglie.,it,dentista,moglie,male,life,female,diff_gender,dentist,wife,SPOUSE,The dentist lived with his wife.
il regista abitava con sua ragazza.,it,regista,ragazza,male,life,female,diff_gender,director,girlfriend,FRIEND,The director lived with his girlfriend.
il regista abitava con sua fidanzata.,it,regista,fidanzata,male,life,female,diff_gender,director,fiancee,ENGAGE,The director lived with his girlfriend.
il regista abitava con sua moglie.,it,regista,moglie,male,life,female,diff_gender,director,wife,SPOUSE,The director lived with his wife.
il dottore abitava con sua ragazza.,it,dottore,ragazza,male,life,female,diff_gender,doctor,girlfriend,FRIEND,The doctor lived with his girlfriend.
il dottore abitava con sua fidanzata.,it,dottore,fidanzata,male,life,female,diff_gender,doctor,fiancee,ENGAGE,The doctor lived with his girlfriend.
il dottore abitava con sua moglie.,it,dottore,moglie,male,life,female,diff_gender,doctor,wife,SPOUSE,The doctor lived with his wife.
il contadino abitava con sua ragazza.,it,contadino,ragazza,male,life,female,diff_gender,farmer,girlfriend,FRIEND,The farmer lived with his girlfriend.
il contadino abitava con sua fidanzata.,it,contadino,fidanzata,male,life,female,diff_gender,farmer,fiancee,ENGAGE,The farmer lived with his girlfriend.
il contadino abitava con sua moglie.,it,contadino,moglie,male,life,female,diff_gender,farmer,wife,SPOUSE,The farmer lived with his wife.
il pompiere abitava con sua ragazza.,it,pompiere,ragazza,male,life,female,diff_gender,firefighter,girlfriend,FRIEND,The fireman lived with his girlfriend.
il pompiere abitava con sua fidanzata.,it,pompiere,fidanzata,male,life,female,diff_gender,firefighter,fiancee,ENGAGE,The firefighter lived with his girlfriend.
il pompiere abitava con sua moglie.,it,pompiere,moglie,male,life,female,diff_gender,firefighter,wife,SPOUSE,The firefighter lived with his wife.
il giornalista abitava con sua ragazza.,it,giornalista ,ragazza,male,life,female,diff_gender,journalist,girlfriend,FRIEND,The journalist lived with his girlfriend.
il giornalista abitava con sua fidanzata.,it,giornalista ,fidanzata,male,life,female,diff_gender,journalist,fiancee,ENGAGE,The journalist lived with his girlfriend.
il giornalista abitava con sua moglie.,it,giornalista ,moglie,male,life,female,diff_gender,journalist,wife,SPOUSE,The journalist lived with his wife.
il giudice abitava con sua ragazza.,it,giudice,ragazza,male,life,female,diff_gender,judge,girlfriend,FRIEND,The judge lived with his girlfriend.
il giudice abitava con sua fidanzata.,it,giudice,fidanzata,male,life,female,diff_gender,judge,fiancee,ENGAGE,The judge lived with his girlfriend.
il giudice abitava con sua moglie.,it,giudice,moglie,male,life,female,diff_gender,judge,wife,SPOUSE,The judge lived with his wife.
il lavoratore abitava con sua ragazza.,it,lavoratore,ragazza,male,life,female,diff_gender,laborer,girlfriend,FRIEND,The worker lived with his girlfriend.
il lavoratore abitava con sua fidanzata.,it,lavoratore,fidanzata,male,life,female,diff_gender,laborer,fiancee,ENGAGE,The worker lived with his girlfriend.
il lavoratore abitava con sua moglie.,it,lavoratore,moglie,male,life,female,diff_gender,laborer,wife,SPOUSE,The worker lived with his wife.
il proprietario abitava con sua ragazza.,it,proprietario ,ragazza,male,life,female,diff_gender,landlord,girlfriend,FRIEND,The owner lived with his girlfriend.
il proprietario abitava con sua fidanzata.,it,proprietario ,fidanzata,male,life,female,diff_gender,landlord,fiancee,ENGAGE,The owner lived with his girlfriend.
il proprietario abitava con sua moglie.,it,proprietario ,moglie,male,life,female,diff_gender,landlord,wife,SPOUSE,The owner lived with his wife.
il bibliotecario abitava con sua ragazza.,it,bibliotecario,ragazza,male,life,female,diff_gender,librarian,girlfriend,FRIEND,The librarian lived with his girlfriend.
il bibliotecario abitava con sua fidanzata.,it,bibliotecario,fidanzata,male,life,female,diff_gender,librarian,fiancee,ENGAGE,The librarian lived with his fiancée.
il bibliotecario abitava con sua moglie.,it,bibliotecario,moglie,male,life,female,diff_gender,librarian,wife,SPOUSE,The librarian lived with his wife.
il meccanico abitava con sua ragazza.,it,meccanico,ragazza,male,life,female,diff_gender,mechanic,girlfriend,FRIEND,The mechanic lived with his girlfriend.
il meccanico abitava con sua fidanzata.,it,meccanico,fidanzata,male,life,female,diff_gender,mechanic,fiancee,ENGAGE,The mechanic lived with his girlfriend.
il meccanico abitava con sua moglie.,it,meccanico,moglie,male,life,female,diff_gender,mechanic,wife,SPOUSE,The mechanic lived with his wife.
il tata abitava con sua ragazza.,it,tata,ragazza,male,life,female,diff_gender,nanny,girlfriend,FRIEND,The Tata lived with his girlfriend.
il tata abitava con sua fidanzata.,it,tata,fidanzata,male,life,female,diff_gender,nanny,fiancee,ENGAGE,The Tata lived with his girlfriend.
il tata abitava con sua moglie.,it,tata,moglie,male,life,female,diff_gender,nanny,wife,SPOUSE,The Tata lived with his wife.
il pittore abitava con sua ragazza.,it,pittore,ragazza,male,life,female,diff_gender,painter,girlfriend,FRIEND,The painter lived with his girlfriend.
il pittore abitava con sua fidanzata.,it,pittore,fidanzata,male,life,female,diff_gender,painter,fiancee,ENGAGE,The painter lived with his girlfriend.
il pittore abitava con sua moglie.,it,pittore,moglie,male,life,female,diff_gender,painter,wife,SPOUSE,The painter lived with his wife.
il farmacista abitava con sua ragazza.,it,farmacista ,ragazza,male,life,female,diff_gender,pharmacist,girlfriend,FRIEND,The pharmacist lived with his girlfriend.
il farmacista abitava con sua fidanzata.,it,farmacista ,fidanzata,male,life,female,diff_gender,pharmacist,fiancee,ENGAGE,The pharmacist lived with his girlfriend.
il farmacista abitava con sua moglie.,it,farmacista ,moglie,male,life,female,diff_gender,pharmacist,wife,SPOUSE,The pharmacist lived with his wife.
il fotografo abitava con sua ragazza.,it,fotografo ,ragazza,male,life,female,diff_gender,photographer,girlfriend,FRIEND,The photographer lived with his girlfriend.
il fotografo abitava con sua fidanzata.,it,fotografo ,fidanzata,male,life,female,diff_gender,photographer,fiancee,ENGAGE,The photographer lived with his girlfriend.
il fotografo abitava con sua moglie.,it,fotografo ,moglie,male,life,female,diff_gender,photographer,wife,SPOUSE,The photographer lived with his wife.
il presidente abitava con sua ragazza.,it,presidente,ragazza,male,life,female,diff_gender,president,girlfriend,FRIEND,The president lived with his girlfriend.
il presidente abitava con sua fidanzata.,it,presidente,fidanzata,male,life,female,diff_gender,president,fiancee,ENGAGE,The president lived with his fiancée.
il presidente abitava con sua moglie.,it,presidente,moglie,male,life,female,diff_gender,president,wife,SPOUSE,The president lived with his wife.
il professore abitava con sua ragazza.,it,professore ,ragazza,male,life,female,diff_gender,professor,girlfriend,FRIEND,The professor lived with his girlfriend.
il professore abitava con sua fidanzata.,it,professore ,fidanzata,male,life,female,diff_gender,professor,fiancee,ENGAGE,The professor lived with his girlfriend.
il professore abitava con sua moglie.,it,professore ,moglie,male,life,female,diff_gender,professor,wife,SPOUSE,The professor lived with his wife.
il psicologo abitava con sua ragazza.,it,psicologo ,ragazza,male,life,female,diff_gender,psychologist,girlfriend,FRIEND,The psychologist lived with his girlfriend.
il psicologo abitava con sua fidanzata.,it,psicologo ,fidanzata,male,life,female,diff_gender,psychologist,fiancee,ENGAGE,The psychologist lived with his girlfriend.
il psicologo abitava con sua moglie.,it,psicologo ,moglie,male,life,female,diff_gender,psychologist,wife,SPOUSE,The psychologist lived with his wife.
il scienziato abitava con sua ragazza.,it,scienziato ,ragazza,male,life,female,diff_gender,scientist,girlfriend,FRIEND,The scientist lived with his girlfriend.
il scienziato abitava con sua fidanzata.,it,scienziato ,fidanzata,male,life,female,diff_gender,scientist,fiancee,ENGAGE,The scientist lived with his girlfriend.
il scienziato abitava con sua moglie.,it,scienziato ,moglie,male,life,female,diff_gender,scientist,wife,SPOUSE,The scientist lived with his wife.
il segretario abitava con sua ragazza.,it,segretario ,ragazza,male,life,female,diff_gender,secretary,girlfriend,FRIEND,The secretary lived with his girlfriend.
il segretario abitava con sua fidanzata.,it,segretario ,fidanzata,male,life,female,diff_gender,secretary,fiancee,ENGAGE,The secretary lived with his girlfriend.
il segretario abitava con sua moglie.,it,segretario ,moglie,male,life,female,diff_gender,secretary,wife,SPOUSE,The secretary lived with his wife.
il senatore abitava con sua ragazza.,it,senatore ,ragazza,male,life,female,diff_gender,senator,girlfriend,FRIEND,The senator lived with his girlfriend.
il senatore abitava con sua fidanzata.,it,senatore ,fidanzata,male,life,female,diff_gender,senator,fiancee,ENGAGE,The senator lived with his fiancée.
il senatore abitava con sua moglie.,it,senatore ,moglie,male,life,female,diff_gender,senator,wife,SPOUSE,The senator lived with his wife.
il cantante abitava con sua ragazza.,it,cantante,ragazza,male,life,female,diff_gender,singer,girlfriend,FRIEND,The singer lived with his girlfriend.
il cantante abitava con sua fidanzata.,it,cantante,fidanzata,male,life,female,diff_gender,singer,fiancee,ENGAGE,The singer lived with his girlfriend.
il cantante abitava con sua moglie.,it,cantante,moglie,male,life,female,diff_gender,singer,wife,SPOUSE,The singer lived with his wife.
il studente abitava con sua ragazza.,it,studente,ragazza,male,life,female,diff_gender,student,girlfriend,FRIEND,The student lived with his girlfriend.
il studente abitava con sua fidanzata.,it,studente,fidanzata,male,life,female,diff_gender,student,fiancee,ENGAGE,The student lived with his girlfriend.
il studente abitava con sua moglie.,it,studente,moglie,male,life,female,diff_gender,student,wife,SPOUSE,The student lived with his wife.
il chirurgo abitava con sua ragazza.,it,chirurgo,ragazza,male,life,female,diff_gender,surgeon,girlfriend,FRIEND,The surgeon lived with his girlfriend.
il chirurgo abitava con sua fidanzata.,it,chirurgo,fidanzata,male,life,female,diff_gender,surgeon,fiancee,ENGAGE,The surgeon lived with his girlfriend.
il chirurgo abitava con sua moglie.,it,chirurgo,moglie,male,life,female,diff_gender,surgeon,wife,SPOUSE,The surgeon lived with his wife.
il scrittore abitava con sua ragazza.,it,scrittore ,ragazza,male,life,female,diff_gender,writer,girlfriend,FRIEND,The writer lived with his girlfriend.
il scrittore abitava con sua fidanzata.,it,scrittore ,fidanzata,male,life,female,diff_gender,writer,fiancee,ENGAGE,The writer lived with his girlfriend.
il scrittore abitava con sua moglie.,it,scrittore ,moglie,male,life,female,diff_gender,writer,wife,SPOUSE,The writer lived with his wife.
la fornaia abitava con suo ragazzo.,it,fornaia ,ragazzo,female,life,male,diff_gender,baker,boyfriend,FRIEND,The baker lived with her boy.
la fornaia abitava con suo fidanzato.,it,fornaia ,fidanzato,female,life,male,diff_gender,baker,fiance,ENGAGE,The baker lived with her boyfriend.
la fornaia abitava con suo marito.,it,fornaia ,marito,female,life,male,diff_gender,baker,husband,SPOUSE,The baker lived with her husband.
la banchiere abitava con suo ragazzo.,it,banchiere,ragazzo,female,life,male,diff_gender,banker,boyfriend,FRIEND,The banker lived with her boyfriend.
la banchiere abitava con suo fidanzato.,it,banchiere,fidanzato,female,life,male,diff_gender,banker,fiance,ENGAGE,The banker lived with her boyfriend.
la banchiere abitava con suo marito.,it,banchiere,marito,female,life,male,diff_gender,banker,husband,SPOUSE,The banker lived with her husband.
la barbiere abitava con suo ragazzo.,it,barbiere,ragazzo,female,life,male,diff_gender,barber,boyfriend,FRIEND,The barber lived with her boyfriend.
la barbiere abitava con suo fidanzato.,it,barbiere,fidanzato,female,life,male,diff_gender,barber,fiance,ENGAGE,The barber lived with her boyfriend.
la barbiere abitava con suo marito.,it,barbiere,marito,female,life,male,diff_gender,barber,husband,SPOUSE,The barber lived with her husband.
la capo abitava con suo ragazzo.,it,capo,ragazzo,female,life,male,diff_gender,boss,boyfriend,FRIEND,The boss lived with her boyfriend.
la capo abitava con suo fidanzato.,it,capo,fidanzato,female,life,male,diff_gender,boss,fiance,ENGAGE,The boss lived with her boyfriend.
la capo abitava con suo marito.,it,capo,marito,female,life,male,diff_gender,boss,husband,SPOUSE,The boss lived with her husband.
la falegname abitava con suo ragazzo.,it,falegname,ragazzo,female,life,male,diff_gender,carpenter,boyfriend,FRIEND,The carpenter lived with her boyfriend.
la falegname abitava con suo fidanzato.,it,falegname,fidanzato,female,life,male,diff_gender,carpenter,fiance,ENGAGE,The carpenter lived with her boyfriend.
la falegname abitava con suo marito.,it,falegname,marito,female,life,male,diff_gender,carpenter,husband,SPOUSE,The carpenter lived with her husband.
la consulente abitava con suo ragazzo.,it,consulente,ragazzo,female,life,male,diff_gender,consultant,boyfriend,FRIEND,The consultant lived with her boyfriend.
la consulente abitava con suo fidanzato.,it,consulente,fidanzato,female,life,male,diff_gender,consultant,fiance,ENGAGE,The consultant lived with her boyfriend.
la consulente abitava con suo marito.,it,consulente,marito,female,life,male,diff_gender,consultant,husband,SPOUSE,The consultant lived with her husband.
la poliziotta abitava con suo ragazzo.,it,poliziotta,ragazzo,female,life,male,diff_gender,cop,boyfriend,FRIEND,The policewoman lived with her boyfriend.
la poliziotta abitava con suo fidanzato.,it,poliziotta,fidanzato,female,life,male,diff_gender,cop,fiance,ENGAGE,The policewoman lived with her boyfriend.
la poliziotta abitava con suo marito.,it,poliziotta,marito,female,life,male,diff_gender,cop,husband,SPOUSE,The policewoman lived with her husband.
la consigliere abitava con suo ragazzo.,it,consigliere,ragazzo,female,life,male,diff_gender,counselor,boyfriend,FRIEND,The councillor lived with her boyfriend.
la consigliere abitava con suo fidanzato.,it,consigliere,fidanzato,female,life,male,diff_gender,counselor,fiance,ENGAGE,The councillor lived with her boyfriend.
la consigliere abitava con suo marito.,it,consigliere,marito,female,life,male,diff_gender,counselor,husband,SPOUSE,The councillor lived with her husband.
la custode abitava con suo ragazzo.,it,custode,ragazzo,female,life,male,diff_gender,custodian,boyfriend,FRIEND,The caretaker lived with her boyfriend.
la custode abitava con suo fidanzato.,it,custode,fidanzato,female,life,male,diff_gender,custodian,fiance,ENGAGE,The caretaker lived with her boyfriend.
la custode abitava con suo marito.,it,custode,marito,female,life,male,diff_gender,custodian,husband,SPOUSE,The caretaker lived with her husband.
la ballerino abitava con suo ragazzo.,it,ballerino,ragazzo,female,life,male,diff_gender,dancer,boyfriend,FRIEND,The dancer lived with her boyfriend.
la ballerino abitava con suo fidanzato.,it,ballerino,fidanzato,female,life,male,diff_gender,dancer,fiance,ENGAGE,The dancer lived with her boyfriend.
la ballerino abitava con suo marito.,it,ballerino,marito,female,life,male,diff_gender,dancer,husband,SPOUSE,The dancer lived with her husband.
la dentista abitava con suo ragazzo.,it,dentista,ragazzo,female,life,male,diff_gender,dentist,boyfriend,FRIEND,The dentist lived with her boyfriend.
la dentista abitava con suo fidanzato.,it,dentista,fidanzato,female,life,male,diff_gender,dentist,fiance,ENGAGE,The dentist lived with her boyfriend.
la dentista abitava con suo marito.,it,dentista,marito,female,life,male,diff_gender,dentist,husband,SPOUSE,The dentist lived with her husband.
la regista abitava con suo ragazzo.,it,regista,ragazzo,female,life,male,diff_gender,director,boyfriend,FRIEND,The director lived with her boyfriend.
la regista abitava con suo fidanzato.,it,regista,fidanzato,female,life,male,diff_gender,director,fiance,ENGAGE,The director lived with her boyfriend.
la regista abitava con suo marito.,it,regista,marito,female,life,male,diff_gender,director,husband,SPOUSE,The director lived with her husband.
la dottore abitava con suo ragazzo.,it,dottore,ragazzo,female,life,male,diff_gender,doctor,boyfriend,FRIEND,The doctor lived with her boyfriend.
la dottore abitava con suo fidanzato.,it,dottore,fidanzato,female,life,male,diff_gender,doctor,fiance,ENGAGE,The doctor lived with her boyfriend.
la dottore abitava con suo marito.,it,dottore,marito,female,life,male,diff_gender,doctor,husband,SPOUSE,The doctor lived with her husband.
la contadina abitava con suo ragazzo.,it,contadina ,ragazzo,female,life,male,diff_gender,farmer,boyfriend,FRIEND,The peasant woman lived with her boyfriend.
la contadina abitava con suo fidanzato.,it,contadina ,fidanzato,female,life,male,diff_gender,farmer,fiance,ENGAGE,The peasant woman lived with her boyfriend.
la contadina abitava con suo marito.,it,contadina ,marito,female,life,male,diff_gender,farmer,husband,SPOUSE,The peasant woman lived with her husband.
la pompiere abitava con suo ragazzo.,it,pompiere,ragazzo,female,life,male,diff_gender,firefighter,boyfriend,FRIEND,The firefighter lived with her boyfriend.
la pompiere abitava con suo fidanzato.,it,pompiere,fidanzato,female,life,male,diff_gender,firefighter,fiance,ENGAGE,The firefighter lived with her boyfriend.
la pompiere abitava con suo marito.,it,pompiere,marito,female,life,male,diff_gender,firefighter,husband,SPOUSE,The firefighter lived with her husband.
la giornalista abitava con suo ragazzo.,it,giornalista,ragazzo,female,life,male,diff_gender,journalist,boyfriend,FRIEND,The journalist lived with her boyfriend.
la giornalista abitava con suo fidanzato.,it,giornalista,fidanzato,female,life,male,diff_gender,journalist,fiance,ENGAGE,The journalist lived with her boyfriend.
la giornalista abitava con suo marito.,it,giornalista,marito,female,life,male,diff_gender,journalist,husband,SPOUSE,The journalist lived with her husband.
la giudice abitava con suo ragazzo.,it,giudice,ragazzo,female,life,male,diff_gender,judge,boyfriend,FRIEND,The judge lived with her boyfriend.
la giudice abitava con suo fidanzato.,it,giudice,fidanzato,female,life,male,diff_gender,judge,fiance,ENGAGE,The judge lived with her boyfriend.
la giudice abitava con suo marito.,it,giudice,marito,female,life,male,diff_gender,judge,husband,SPOUSE,The judge lived with her husband.
la lavoratrice abitava con suo ragazzo.,it,lavoratrice ,ragazzo,female,life,male,diff_gender,laborer,boyfriend,FRIEND,The worker lived with her boyfriend.
la lavoratrice abitava con suo fidanzato.,it,lavoratrice ,fidanzato,female,life,male,diff_gender,laborer,fiance,ENGAGE,The worker lived with her boyfriend.
la lavoratrice abitava con suo marito.,it,lavoratrice ,marito,female,life,male,diff_gender,laborer,husband,SPOUSE,The worker lived with her husband.
la proprietaria abitava con suo ragazzo.,it,proprietaria,ragazzo,female,life,male,diff_gender,landlord,boyfriend,FRIEND,The owner lived with her boyfriend.
la proprietaria abitava con suo fidanzato.,it,proprietaria,fidanzato,female,life,male,diff_gender,landlord,fiance,ENGAGE,The owner lived with her boyfriend.
la proprietaria abitava con suo marito.,it,proprietaria,marito,female,life,male,diff_gender,landlord,husband,SPOUSE,The owner lived with her husband.
la bibliotecaria abitava con suo ragazzo.,it,bibliotecaria ,ragazzo,female,life,male,diff_gender,librarian,boyfriend,FRIEND,The librarian lived with her boyfriend.
la bibliotecaria abitava con suo fidanzato.,it,bibliotecaria ,fidanzato,female,life,male,diff_gender,librarian,fiance,ENGAGE,The librarian lived with her boyfriend.
la bibliotecaria abitava con suo marito.,it,bibliotecaria ,marito,female,life,male,diff_gender,librarian,husband,SPOUSE,The librarian lived with her husband.
la meccanico abitava con suo ragazzo.,it,meccanico,ragazzo,female,life,male,diff_gender,mechanic,boyfriend,FRIEND,The mechanic lived with her boyfriend.
la meccanico abitava con suo fidanzato.,it,meccanico,fidanzato,female,life,male,diff_gender,mechanic,fiance,ENGAGE,The mechanic lived with her boyfriend.
la meccanico abitava con suo marito.,it,meccanico,marito,female,life,male,diff_gender,mechanic,husband,SPOUSE,The mechanic lived with her husband.
la tata abitava con suo ragazzo.,it,tata,ragazzo,female,life,male,diff_gender,nanny,boyfriend,FRIEND,The nanny lived with her boyfriend.
la tata abitava con suo fidanzato.,it,tata,fidanzato,female,life,male,diff_gender,nanny,fiance,ENGAGE,The nanny lived with her boyfriend.
la tata abitava con suo marito.,it,tata,marito,female,life,male,diff_gender,nanny,husband,SPOUSE,The nanny lived with her husband.
la pittrice abitava con suo ragazzo.,it,pittrice ,ragazzo,female,life,male,diff_gender,painter,boyfriend,FRIEND,The painter lived with her boyfriend.
